6.0746,1
6.0264,1
5.746,1
5.7298,1
3.5263,1
5.0345,1
3.6546,1
4.839,1
3.9817,1
4.5424,1
5.5698,1
6.8115,1
5.542,1
5.5835,1
5.1096,1
5.0567,1
7.2811,1
3.8077,1
5.3522,1
5.9727,1
5.2559,1
5.4631,1
4.7538,1
5.227,1
4.1024,1
5.0574,1
4.4765,1
5.0789,1
4.8503,1
3.9989,1
3.5091,1
4.8518,1
4.4846,1
5.3677,1
3.7877,1
6.2219,1
5.2997,1
5.8618,1
4.9823,1
6.7102,1
5.1505,1
5.5199,1
4.2413,1
5.7449,1
6.143,1
4.4871,1
5.1827,1
5.2065,1
6.3321,1
4.9002,1
5.3455,1
3.8084,1
6.8619,1
5.5442,1
4.7683,1
4.0255,1
5.1872,1
6.8807,1
4.445,1
4.9658,1
3.8855,1
5.5825,1
4.5165,1
6.3923,1
6.0476,1
5.1013,1
6.3462,1
5.2383,1
5.0292,1
4.8957,1
5.8152,1
5.9489,1
5.9985,1
5.8094,1
5.0295,1
4.1161,1
5.6333,1
5.0297,1
4.3548,1
4.6062,1
4.5065,1
4.9687,1
5.2706,1
4.6204,1
4.9524,1
5.4334,1
5.6401,1
5.8295,1
3.4053,1
6.2544,1
5.2468,1
3.6252,1
5.4422,1
5.995,1
5.4295,1
5.6513,1
3.8566,1
4.0598,1
3.4795,1
5.9405,1
6.7183,1
4.6962,1
5.0031,1
4.077,1
3.789,1
7.5156,1
7.4456,1
4.1689,1
4.4773,1
4.3717,1
5.7369,1
4.8593,1
4.6835,1
6.8281,1
5.5871,1
4.5604,1
3.0627,1
5.4645,1
4.261,1
6.8193,1
4.0834,1
5.8787,1
2.6058,1
6.3645,1
6.598,1
3.955,1
7.0145,1
2.9738,1
4.5556,1
4.7392,1
4.4814,1
4.4228,1
6.3178,1
6.023,1
5.5125,1
4.9696,1
4.0632,1
5.3892,1
4.8997,1
5.3822,1
5.7989,1
4.9929,1
4.9629,1
5.8184,1
4.0156,1
4.6224,1
3.9797,1
6.3493,1
5.3076,1
7.4356,1
4.5252,1
6.1077,1
4.9531,1
3.5951,1
4.3857,1
4.3526,1
6.8491,1
5.3969,1
6.5825,1
3.1514,1
6.0709,1
5.0445,1
5.6133,1
6.0135,1
4.5707,1
4.8754,1
3.2242,1
5.5414,1
6.4112,1
5.1636,1
5.5482,1
4.6041,1
6.7069,1
5.5465,1
4.4669,1
5.2023,1
5.7297,1
4.0145,1
5.4997,1
5.7104,1
7.109,1
4.8903,1
5.184,1
4.4198,1
5.6642,1
4.9083,1
5.0418,1
4.321,1
5.6845,1
4.9562,1
5.0614,1
3.8307,1
6.4607,1
5.9566,1
5.9239,1
6.7123,1
5.5096,1
4.4647,1
5.6848,1
4.8266,1
6.3502,1
5.9805,1
4.6355,1
4.6977,1
4.4399,1
4.0018,1
6.2995,1
7.2216,1
6.1765,1
2.4379,1
4.6712,1
4.724,1
6.8492,1
6.3918,1
5.5631,1
3.7956,1
4.4962,1
4.8202,1
5.1763,1
4.8142,1
5.6084,1
4.31,1
3.5703,1
3.6196,1
4.4618,1
5.8574,1
5.3057,1
5.9559,1
6.1773,1
5.3455,1
4.2181,1
5.4299,1
4.9802,1
6.1786,1
4.7836,1
4.894,1
4.8976,1
5.9596,1
4.98,1
5.2611,1
5.3331,1
4.7089,1
2.9761,1
6.5726,1
4.609,1
4.7968,1
3.8727,1
4.2498,1
4.7885,1
4.7394,1
4.2338,1
7.6923,1
6.2258,1
6.1915,1
4.6144,1
4.9215,1
5.2025,1
5.833,1
5.1374,1
6.5895,1
6.8123,1
4.785,1
4.7628,1
5.8228,1
6.5958,1
7.6551,1
4.918,1
3.7638,1
3.4084,1
5.5812,1
5.0257,1
4.0747,1
3.6286,1
5.4134,1
5.1296,1
5.2442,1
3.5455,1
3.5023,1
4.5477,1
5.4271,1
3.5472,1
8.1487,1
3.6029,1
4.928,1
6.0875,1
4.5553,1
4.7591,1
5.6848,1
4.7202,1
5.1335,1
5.2104,1
4.6489,1
2.8354,1
3.5462,1
6.3783,1
4.5055,1
6.7448,1
4.4276,1
7.0908,1
5.252,1
7.7855,1
3.8158,1
5.3563,1
4.1274,1
3.7011,1
4.023,1
4.3595,1
4.8274,1
3.8982,1
5.4572,1
5.2466,1
5.696,1
5.7844,1
4.423,1
6.9627,1
5.4145,1
2.9375,1
6.3693,1
3.8889,1
4.0302,1
5.9676,1
4.9902,1
4.3033,1
5.2698,1
5.1865,1
4.4935,1
4.3781,1
6.8061,1
4.2202,1
4.9519,1
6.2229,1
6.6277,1
4.6365,1
5.5989,1
5.4196,1
6.7125,1
5.6539,1
5.9281,1
4.4811,1
6.224,1
3.4717,1
4.2659,1
6.7958,1
6.4485,1
7.4445,1
5.9354,1
4.4642,1
7.2433,1
5.433,1
5.4473,1
5.7964,1
5.056,1
4.7123,1
4.146,1
4.71,1
4.8314,1
5.8398,1
4.2396,1
4.7405,1
3.2983,1
6.459,1
4.6954,1
6.1341,1
5.2099,1
4.763,1
6.1638,1
5.4594,1
3.9153,1
3.8685,1
4.516,1
5.026,1
5.8479,1
4.3688,1
6.7069,1
3.8802,1
7.3018,1
5.7959,1
4.5219,1
4.8589,1
5.6431,1
4.3799,1
5.1786,1
4.5981,1
4.2812,1
5.1205,1
6.9264,1
6.0352,1
4.178,1
5.5329,1
4.413,1
4.7086,1
4.054,1
6.8554,1
5.9848,1
5.1021,1
4.031,1
6.4064,1
5.8907,1
5.074,1
5.5177,1
4.1811,1
4.9498,1
6.1528,1
5.0627,1
5.978,1
6.8599,1
3.8662,1
6.3681,1
4.8506,1
3.9736,1
6.0405,1
5.8966,1
5.1193,1
6.2118,1
6.9076,1
4.306,1
4.7485,1
3.9845,1
4.6243,1
6.0407,1
5.6582,1
4.2572,1
5.4603,1
4.6181,1
4.4277,1
6.8042,1
6.0621,1
5.5987,1
3.2189,1
5.0002,1
5.0964,1
4.8022,1
5.4558,1
7.0473,1
2.6298,1
3.8594,1
5.7426,1
3.9952,1
4.6921,1
6.3852,1
5.4523,1
4.6468,1
5.2489,1
4.3732,1
6.1906,1
3.3373,1
5.1954,1
4.3717,1
5.0305,1
5.6936,1
6.7162,1
4.7923,1
4.6697,1
6.1391,1
5.351,1
6.3437,1
4.8394,1
2.6713,1
5.1893,1
4.3374,1
4.0816,1
4.3906,1
6.45,1
3.6541,1
4.5506,1
5.4815,1
4.6382,1
4.965,1
4.9316,1
3.3559,1
4.6341,1
5.7719,1
5.031,1
6.1875,1
6.5134,1
6.8137,1
5.6166,1
5.4966,1
3.6917,1
4.7677,1
5.8395,1
4.0351,1
4.8557,1
4.6927,1
6.4501,1
5.4635,1
5.3486,1
7.0264,1
5.4893,1
3.495,1
6.08,1
5.0269,1
5.6453,1
6.1995,1
4.9916,1
5.9638,1
5.6074,1
4.8833,1
4.9009,1
2.7715,1
6.1746,1
4.2651,1
4.8195,1
4.8513,1
6.3505,1
6.2162,1
5.9348,1
4.3825,1
4.2391,1
6.0352,1
4.8954,1
4.0494,1
6.3968,1
6.0293,1
5.1829,1
3.7513,1
3.669,1
5.5336,1
